http://dbpedia.org/resource/Disappear_%28Motion_City_Soundtrack_song%29	http://dbpedia.org/ontology/writer	http://dbpedia.org/resource/Justin_Pierre
http://dbpedia.org/resource/94th_New_York_Volunteer_Infantry	http://dbpedia.org/ontology/battle	http://dbpedia.org/resource/Third_Battle_of_Petersburg
http://dbpedia.org/resource/Asking_Too_Much	http://dbpedia.org/ontology/recordLabel	http://dbpedia.org/resource/Razor_%26_Tie
http://dbpedia.org/resource/%C3%89mile_Picard	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Mihailo_Petrovi%C4%87
http://dbpedia.org/resource/Thomas_Jefferson_Kaye	http://dbpedia.org/ontology/recordLabel	http://dbpedia.org/resource/ABC_Records
http://dbpedia.org/resource/Horse_Called_War	http://dbpedia.org/ontology/musicalBand	http://dbpedia.org/resource/Pride_and_Glory_%28band%29
http://dbpedia.org/resource/America_%28Killing_Joke_song%29	http://dbpedia.org/ontology/genre	http://dbpedia.org/resource/Synthpop
http://dbpedia.org/resource/Arsin%C3%A9e_Khanjian	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Atom_Egoyan
http://dbpedia.org/resource/Giuseppe_Ungaretti	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Filippo_Tommaso_Marinetti
http://dbpedia.org/resource/He_Knows_You_Know	http://dbpedia.org/ontology/previousWork	http://dbpedia.org/resource/Market_Square_Heroes
http://dbpedia.org/resource/David_Eddings	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Edward_Plunkett%2C_18th_Baron_of_Dunsany
http://dbpedia.org/resource/Dmytro_Khlyobas	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/Ukraine_national_under-17_football_team
http://dbpedia.org/resource/Nanci_Griffith	http://dbpedia.org/ontology/instrument	http://dbpedia.org/resource/Acoustic_guitar
http://dbpedia.org/resource/Luisito_Campisi	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/S.S.D._Monza_1912
http://dbpedia.org/resource/Sebastiano_Buzzin	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/ACF_Fiorentina
http://dbpedia.org/resource/Sweet_Dreams_My_LA_Ex	http://dbpedia.org/ontology/producer	http://dbpedia.org/resource/Bloodshy_%26_Avant
http://dbpedia.org/resource/Lars_Eric_Si	http://dbpedia.org/ontology/genre	http://dbpedia.org/resource/Progressive_metal
