http://dbpedia.org/resource/Salvatore_Giunta_%28footballer%29	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/Italy_national_under-21_football_team
http://dbpedia.org/resource/Turbo_B	http://dbpedia.org/ontology/genre	http://dbpedia.org/resource/Hip_hop_music
http://dbpedia.org/resource/Pamir_Mountains	http://dbpedia.org/ontology/country	http://dbpedia.org/resource/Tajikistan
http://dbpedia.org/resource/Communion_%28Years_%26_Years_album%29	http://dbpedia.org/ontology/genre	http://dbpedia.org/resource/Synthpop
http://dbpedia.org/resource/Eugene_Smith_%28aviator%29	http://dbpedia.org/ontology/award	http://dbpedia.org/resource/European-African-Middle_Eastern_Campaign_Medal
http://dbpedia.org/resource/Car_Next_Door	http://dbpedia.org/ontology/service	http://dbpedia.org/resource/Carsharing
http://dbpedia.org/resource/Italki.com	http://dbpedia.org/ontology/language	http://dbpedia.org/resource/Japanese_language
http://dbpedia.org/resource/FIFA_12	http://dbpedia.org/ontology/genre	http://dbpedia.org/resource/Sports_game
http://dbpedia.org/resource/The_Frighteners_%28novel%29	http://dbpedia.org/ontology/literaryGenre	http://dbpedia.org/resource/Spy_fiction
http://dbpedia.org/resource/Entertainment_One_Distribution	http://dbpedia.org/ontology/product	http://dbpedia.org/resource/Compact_disc
http://dbpedia.org/resource/List_of_Serbian_football_transfers_winter_2012%E2%80%9313	http://dbpedia.org/ontology/currentMember	http://dbpedia.org/resource/Edin_Ademovi%C4%87
http://dbpedia.org/resource/Deanna_%28song%29	http://dbpedia.org/ontology/previousWork	http://dbpedia.org/resource/The_Mercy_Seat_%28song%29
http://dbpedia.org/resource/Juan_Pedro_Pina	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/Real_Murcia
http://dbpedia.org/resource/Jason_Pearcey	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/Leamington_F.C.
http://dbpedia.org/resource/G._E._Smith	http://dbpedia.org/ontology/associatedBand	http://dbpedia.org/resource/Mick_Jagger
http://dbpedia.org/resource/Burning_a_Hole_in_My_Mind	http://dbpedia.org/ontology/musicalBand	http://dbpedia.org/resource/Connie_Smith
http://dbpedia.org/resource/William_Singe	http://dbpedia.org/ontology/associatedMusicalArtist	http://dbpedia.org/resource/Alessia_Cara
http://dbpedia.org/resource/Martin_Carthy	http://dbpedia.org/ontology/associatedMusicalArtist	http://dbpedia.org/resource/The_Imagined_Village
http://dbpedia.org/resource/Engel_%28band%29	http://dbpedia.org/ontology/associatedMusicalArtist	http://dbpedia.org/resource/Evergrey
http://dbpedia.org/resource/Harrison_Muranda	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/Saint_George_SC
http://dbpedia.org/resource/Peewee_Longway	http://dbpedia.org/ontology/genre	http://dbpedia.org/resource/Hip_hop_music
http://dbpedia.org/resource/Franklin_Lawson	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/Carolina_Lightnin%27
http://dbpedia.org/resource/Tirant_lo_Blanc_%28film%29	http://dbpedia.org/ontology/language	http://dbpedia.org/resource/English_language
http://dbpedia.org/resource/Gentleman_Reg	http://dbpedia.org/ontology/associatedMusicalArtist	http://dbpedia.org/resource/Constantines
http://dbpedia.org/resource/Hyundai_i30	http://dbpedia.org/ontology/bodyStyle	http://dbpedia.org/resource/Station_wagon
http://dbpedia.org/resource/Saeid_Ezatolahi	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/FC_Rostov
http://dbpedia.org/resource/Susan_%28Iranian_singer%29	http://dbpedia.org/ontology/associatedBand	http://dbpedia.org/resource/Mahasti
http://dbpedia.org/resource/Lewis_County%2C_Kentucky	http://dbpedia.org/ontology/largestCity	http://dbpedia.org/resource/Vanceburg%2C_Kentucky
http://dbpedia.org/resource/Habibollah_Asgaroladi	http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Iran
http://dbpedia.org/resource/Danijel_Suboti%C4%87	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/FC_Sheriff_Tiraspol
http://dbpedia.org/resource/Ennio_Morricone	http://dbpedia.org/ontology/associatedBand	http://dbpedia.org/resource/Alessandro_Alessandroni
http://dbpedia.org/resource/The_Glasspack	http://dbpedia.org/ontology/genre	http://dbpedia.org/resource/Heavy_metal_music
http://dbpedia.org/resource/148th_Infantry_Regiment_%28United_States%29	http://dbpedia.org/ontology/militaryBranch	http://dbpedia.org/resource/Ohio_Army_National_Guard
http://dbpedia.org/resource/Glaucocharis	http://dbpedia.org/ontology/family	http://dbpedia.org/resource/Crambidae
http://dbpedia.org/resource/The_Silence_of_the_Hams	http://dbpedia.org/ontology/producer	http://dbpedia.org/resource/Ezio_Greggio
http://dbpedia.org/resource/Ivan_Veki%C4%87	http://dbpedia.org/ontology/primeMinister	http://dbpedia.org/resource/Franjo_Greguri%C4%87
http://dbpedia.org/resource/Revaz_Dzodzuashvili	http://dbpedia.org/ontology/managerClub	http://dbpedia.org/resource/FC_Dinamo_Tbilisi
http://dbpedia.org/resource/Dishwalla	http://dbpedia.org/ontology/bandMember	http://dbpedia.org/resource/Dishwalla
http://dbpedia.org/resource/Mark_Dempsey_%28English_footballer%29	http://dbpedia.org/ontology/team	http://dbpedia.org/resource/Rotherham_United_F.C.
http://dbpedia.org/resource/Hamlet_%281990_film%29	http://dbpedia.org/ontology/distributor	http://dbpedia.org/resource/Universal_Studios
http://dbpedia.org/resource/Dalophis	http://dbpedia.org/ontology/order	http://dbpedia.org/resource/Eel
